Mühərrikin həcmi,At gücü,Yanacaq növü,Marka,Model,Buraxılış ili,Ban növü,Rəng,Yürüş
2.0,163,Benzin,Hyundai,Sonata,2010,Sedan,Qara,185195
5.4,320,Benzin,Chevrolet,Silverado,2013,Pikap,Qara,113000
3.3,300,Dizel,Lexus,LX 500d,2022,Offroader / SUV,Qara,27314
2.0,274,Benzin,Kia,Optima,2016,Sedan,Yaş Asfalt,75000
2.3,143,Benzin,Mercedes,Vito,1997,Minivan,Gümüşü,803745
1.6,105,Benzin,Volkswagen,Polo,2018,Sedan,Ağ,80000
2.0,136,Benzin,Mercedes,C 200,2000,Sedan,Göy,356000
1.6,106,Benzin,LADA (VAZ),Granta,2019,Sedan,Qara,153000
3.0,224,Dizel,Mercedes,ML 320,2006,Offroader / SUV,Qara,400000
4.5,224,Benzin,Toyota,Land Cruiser,1999,Offroader / SUV,Qara,242000
2.2,170,Dizel,Mercedes,E 220,2014,Sedan,Ağ,108000
6.3,514,Benzin,Mercedes,E 63 AMG,2007,Sedan,Ağ,157257
2.0,238,Benzin,Lexus,RX 300,2022,Offroader / SUV,Yaşıl,4000
1.5,65,Benzin,LADA (VAZ),2106,1990,Sedan,Göy,15000
1.7,80,Benzin,LADA (VAZ),Niva,2007,Offroader / SUV,Ağ,201922
2.2,170,Dizel,Mercedes,E 220,2007,Sedan,Gümüşü,251844
2.7,163,Benzin,Toyota,Prado,2010,Offroader / SUV,Ağ,186000
2.0,184,Dizel,Kia,Sorento,2014,Offroader / SUV,Ağ,198000
2.0,184,Dizel,Kia,Sorento,2013,Offroader / SUV,Ağ,144000
2.0,163,Benzin,Mercedes,C 200,2001,Sedan,Gümüşü,276000
11.0,191,Dizel,KamAz,55111,1989,Yük maşını,Narıncı,300000
1.3,90,Dizel,Opel,Astra,2006,Hetçbek,Qara,425000
2.0,190,Dizel,BMW,320,2016,Sedan,Ağ,190000
3.0,340,Dizel,Land Rover,Range Rover,2017,Offroader / SUV,Ağ,94000
2.2,170,Dizel,Mercedes,E 220,2013,Sedan,Yaş Asfalt,158000
1.6,81,Benzin,LADA (VAZ),2115,2007,Sedan,Gümüşü,109000
1.5,106,Benzin,Toyota,Yaris,2016,Sedan,Ağ,106200
2.0,184,Dizel,Hyundai,Santa Fe,2010,Offroader / SUV,Ağ,150000
2.0,136,Dizel,Mercedes,E 200,1994,Sedan,Gümüşü,589868
1.5,109,Benzin,Nissan,Tiida,2011,Hetçbek,Qəhvəyi,62000
1.7,80,Benzin,Chevrolet,Niva,2016,Offroader / SUV,Ağ,209000
1.6,130,Benzin,Kia,Cerato,2013,Sedan,Ağ,189685
2.7,163,Benzin,Toyota,Prado,2014,Offroader / SUV,Boz,110000
2.8,125,Dizel,Mitsubishi,Pajero,1996,Offroader / SUV,Yaş Asfalt,322000
2.4,131,Benzin,GAZ,31105,2004,Sedan,Gümüşü,107000
2.7,170,Dizel,Mercedes,E 270,2000,Sedan,Gümüşü,385000
2.0,175,Benzin,Toyota,RAV4,2020,Offroader / SUV,Yaş Asfalt,64000
2.0,245,Benzin,BMW,328,2012,Sedan,Göy,198000
4.0,557,Benzin,Mercedes-Maybach,GLS 600 4MATIC,2023,Offroader / SUV,Qara,0
1.8,160,Benzin,Volkswagen,Passat,2008,Sedan,Qara,224700
4.0,282,Benzin,Toyota,Prado,2011,Offroader / SUV,Ağ,148000
2.5,170,Dizel,Hyundai,H-1,2017,Minivan,Ağ,150000
3.0,340,Benzin,Land Rover,Range Rover,2016,Offroader / SUV,Qara,115000
1.6,126,Benzin,Chery,Tiggo 3,2016,Offroader / SUV,Qara,115363
2.0,249,Benzin,BMW,530,2017,Sedan,Qara,44301
2.0,194,Dizel,Mercedes,E 220,2017,Sedan,Qara,146527
2.0,184,Dizel,Hyundai,Santa Fe,2008,Offroader / SUV,Ağ,85839
2.0,184,Dizel,Hyundai,Santa Fe,2010,Offroader / SUV,Gümüşü,189000
1.8,99,Hibrid,Toyota,Prius,2011,Liftbek,Göy,209215
2.0,184,Dizel,Hyundai,Santa Fe,2009,Offroader / SUV,Ağ,95000
1.5,181,Benzin,Ford,Fusion,2020,Sedan,Göy,102000
1.6,75,Benzin,LADA (VAZ),2107,2010,Sedan,Qara,13800
1.5,106,Dizel,Renault,Scenic,2006,Minivan,Gümüşü,294000
5.0,383,Benzin,Mercedes,S 500,2010,Sedan,Qara,144000
1.4,90,Dizel,Toyota,Corolla,2006,Hetçbek,Gümüşü,151000
2.4,170,Benzin,Mercedes,E 240,2000,Sedan,Gümüşü,26000
4.0,550,Benzin,Porsche,Cayenne Turbo,2020,Offroader / SUV,Qara,40000
2.0,190,Dizel,BMW,520,2018,Sedan,Göy,99300
1.3,75,Dizel,Fiat,Doblo,2009,Minivan,Ağ,426457
2.0,184,Dizel,Kia,Sorento,2015,Offroader / SUV,Boz,162000
2.4,174,Benzin,Hyundai,Sonata,2007,Sedan,Ağ,187670
2.7,80,Dizel,Kia,Pregio,2004,Mikroavtobus,Ağ,510150
0.1,6,Benzin,Tufan,M50,2020,Motosiklet,Qırmızı,5200
2.2,143,Dizel,Mercedes,C 220,1996,Sedan,Gümüşü,270470
1.6,92,Benzin,Tofas,Sahin,2006,Sedan,Qara,230000
1.6,115,Dizel,Hyundai,i30,2008,Universal,Göy,160000
2.5,181,Benzin,Toyota,Camry,2023,Sedan,Ağ,0
2.0,133,Benzin,Daewoo,Nubira,1998,Universal,Tünd qırmızı,300000
1.8,150,Benzin,Hyundai,Elantra,2013,Sedan,Qara,133000
5.0,510,Benzin,Land Rover,Range Rover,2013,Offroader / SUV,Qara,162600
2.0,184,Benzin,BMW,520,2023,Sedan,Qara,0
4.0,282,Benzin,Toyota,Land Cruiser,2013,Offroader / SUV,Bej,165200
1.4,109,Benzin,Hyundai,i30,2008,Hetçbek,Qara,133597
2.0,136,Benzin,Opel,Vectra,2000,Universal,Gümüşü,354446
2.5,170,Dizel,Hyundai,H-1,2008,Minivan,Gümüşü,235000
1.8,163,Benzin,Mercedes,E 200,2005,Sedan,Qara,320000
0.0,408,Elektro,Mercedes,EQC 400 4MATIC,2023,Offroader / SUV,Qara,0
1.5,65,Benzin,LADA (VAZ),2106,1998,Sedan,Bej,15000
2.4,140,Dizel,Ford,Transit,2009,Furqon,Gümüşü,202000
2.3,131,Benzin,GAZ,3102,2003,Sedan,Qara,401200
2.4,178,Benzin,Hyundai,Sonata,2012,Sedan,Qara,205000
2.0,136,Benzin,Opel,Astra,1994,Hetçbek,Yaş Asfalt,235620
0.0,204,Elektro,Volkswagen,ID.4,2022,Offroader / SUV,Ağ,0
3.0,249,Benzin,Lexus,GS 300,2008,Sedan,Ağ,210000
1.4,109,Benzin,Hyundai,i30,2012,Universal,Boz,91000
1.6,105,Benzin,Volkswagen,Jetta,2010,Sedan,Ağ,215000
2.4,140,Dizel,Ford,Transit,2000,Yük maşını,Yaşıl,789652
2.0,245,Benzin,BMW,528,2012,Sedan,Ağ,157000
1.4,90,Benzin,Opel,Astra,2007,Hetçbek,Yaş Asfalt,185640
3.5,272,Benzin,Mercedes,E 350,2010,Sedan,Ağ,216000
2.0,245,Benzin,Hyundai,Sonata,2015,Sedan,Qara,88500
2.0,163,Dizel,BMW,520,2007,Universal,Yaş Asfalt,375000
1.5,65,Benzin,LADA (VAZ),2106,2004,Sedan,Ağ,18000
2.0,147,Benzin,Honda,CR-V,2000,Offroader / SUV,Yaşıl,258200
0.0,80,Benzin,Tufan,M50,2022,Motosiklet,Tünd qırmızı,28000
1.6,124,Benzin,Toyota,Corolla,2008,Sedan,Ağ,168000
1.6,75,Benzin,LADA (VAZ),2106,1989,Sedan,Ağ,50500
2.5,116,Dizel,Hyundai,H-1,2008,Minivan,Ağ,300000
2.0,140,Benzin,Nissan,X-Trail,2001,Offroader / SUV,Qara,217000
2.0,245,Benzin,BMW,328,2012,Sedan,Ağ,248000
2.4,140,Dizel,Ford,Transit,2007,Yük maşını,Ağ,295000
2.0,184,Dizel,Hyundai,Santa Fe,2007,Offroader / SUV,Gümüşü,142309
2.5,192,Benzin,Mazda,6,2013,Sedan,Ağ,126600
2.2,155,Dizel,Ford,Tourneo Custom,2014,Yük maşını,Ağ,317000
3.0,340,Benzin,BMW,X7,2020,Offroader / SUV,Boz,27500
2.0,252,Benzin,Audi,Q7,2018,Offroader / SUV,Yaş Asfalt,85000
3.3,309,Dizel,Toyota,Land Cruiser,2022,Offroader / SUV,Qara,0
2.0,184,Dizel,Kia,Sorento,2012,Offroader / SUV,Yaş Asfalt,162000
3.0,340,Benzin,Land Rover,Range Rover,2016,Offroader / SUV,Ağ,87000
1.8,163,Benzin,Changan,Raeton,2014,Sedan,Gümüşü,86000
2.0,274,Benzin,Hyundai,Sonata,2016,Sedan,Ağ,125000
2.0,238,Benzin,Geely,Monjaro,2023,Offroader / SUV,Boz,0
1.6,75,Benzin,LADA (VAZ),2107,2010,Sedan,Ağ,80000
3.5,272,Benzin,Mercedes,ML 350,2010,Offroader / SUV,Ağ,258417
2.0,122,Benzin,Mercedes,190,1989,Sedan,Ağ,111111
0.0,204,Elektro,Volkswagen,ID.6,2022,Offroader / SUV,Göy,0
1.8,99,Hibrid,Toyota,Prius,2009,Liftbek,Gümüşü,174000
2.0,136,Benzin,Mercedes,C 200,2000,Sedan,Qara,400000
1.7,80,Benzin,LADA (VAZ),Niva,2015,Offroader / SUV,Ağ,74000
2.4,178,Benzin,Hyundai,Santa Fe,2013,Offroader / SUV,Ağ,179600
2.0,115,Benzin,Volkswagen,Jetta,2012,Sedan,Qara,120000
2.4,140,Dizel,Ford,Transit,2008,Yük maşını,Göy,240371
1.3,65,Benzin,LADA (VAZ),2106,1984,Sedan,Yaşıl,300000
3.2,200,Dizel,Ford,Transit,2008,Yük maşını,Ağ,127772
2.4,170,Benzin,Mercedes,E 240,1999,Sedan,Göy,285000
2.0,245,Benzin,BMW,530,2017,Sedan,Yaş Asfalt,36800
1.8,204,Benzin,Mercedes,C 250,2012,Sedan,Qara,96000
5.0,510,Benzin,Land Rover,Range Rover,2013,Offroader / SUV,Qara,130000
1.6,75,Benzin,LADA (VAZ),2107,2000,Sedan,Bənövşəyi,16000
2.2,150,Dizel,Mercedes,Vito 115,2007,Minivan,Qara,352000
3.5,272,Benzin,Mercedes,E 350,2009,Sedan,Qara,210000
4.7,340,Benzin,Mercedes,GL 450,2008,Offroader / SUV,Ağ,165000
1.5,65,Benzin,LADA (VAZ),2107,1991,Sedan,Qırmızı,342400
1.2,105,Benzin,Skoda,Fabia,2012,Universal,Ağ,380000
4.4,530,Benzin,BMW,X7,2019,Offroader / SUV,Qara,20000
1.6,115,Dizel,Kia,Ceed,2011,Universal,Ağ,220000
2.4,175,Benzin,Kia,Sorento,2013,Offroader / SUV,Ağ,129300
1.6,132,Benzin,Hyundai,Elantra,2012,Sedan,Gümüşü,162000
1.6,124,Benzin,Toyota,Corolla,2014,Sedan,Ağ,136233
1.2,90,Benzin,Nissan,Note,2013,Hetçbek,Qara,33145
2.0,184,Dizel,Hyundai,Santa Fe,2014,Offroader / SUV,Ağ,158303
1.4,90,Benzin,Opel,Astra,2005,Universal,Göy,180000
2.4,167,Benzin,Toyota,Camry,2008,Sedan,Yaş Asfalt,178000
4.0,275,Benzin,Nissan,Patrol,2018,Offroader / SUV,Qara,86000
1.3,90,Dizel,Opel,Astra,2010,Hetçbek,Boz,262000
2.0,101,Dizel,Opel,Astra,2000,Universal,Qara,282000
2.0,184,Benzin,BMW,320,2016,Sedan,Ağ,134500
4.4,530,Benzin,Land Rover,Range Rover,2022,Offroader / SUV,Yaş Asfalt,0
2.0,184,Dizel,Hyundai,Santa Fe,2015,Offroader / SUV,Qəhvəyi,139000
1.4,75,Dizel,Hyundai,i20,2008,Hetçbek,Mavi,203988
1.5,110,Dizel,Renault,Scenic,2007,Minivan,Qara,316797
1.8,122,Benzin,Mercedes,190,1993,Sedan,Yaş Asfalt,500000
1.6,125,Hibrid,Kia,Niro,2017,Offroader / SUV,Ağ,65000
15.0,191,Dizel,KamAz,65115,2001,Yük maşını,Ağ,180000
1.4,97,Benzin,Kia,Rio,2007,Hetçbek,Gümüşü,85000
1.6,132,Dizel,Hyundai,Elantra,2013,Sedan,Ağ,192003
3.5,415,Benzin,Toyota,Land Cruiser,2021,Offroader / SUV,Qara,12000
2.4,140,Dizel,Ford,Transit,2003,Furqon,Ağ,246000
1.6,80,Benzin,LADA (VAZ),2115,2011,Sedan,Qara,327000
2.0,249,Benzin,BMW,430,2018,Liftbek,Göy,64000
2.0,136,Benzin,Mercedes,200,2000,Sedan,Gümüşü,294684
0.0,204,Elektro,Honda,e:NS1,2022,Offroader / SUV,Ağ,0
4.0,585,Benzin,Mercedes,G 63 AMG,2023,Offroader / SUV,Qara,0
1.6,117,Benzin,Nissan,Juke,2013,Offroader / SUV,Ağ,116000
2.0,184,Dizel,Kia,Sorento,2009,Offroader / SUV,Yaş Asfalt,176000
2.2,150,Benzin,Mercedes,C 220,1993,Sedan,Göy,322000
3.0,270,Benzin,Hyundai,Grandeur,2013,Sedan,Qara,168000
1.4,90,Dizel,Toyota,Corolla,2005,Universal,Gümüşü,176600
1.4,140,Benzin,Chevrolet,Cruze,2015,Sedan,Qara,220000
1.6,75,Benzin,LADA (VAZ),2106,2004,Sedan,Bej,456789
2.2,100,Dizel,Peugeot,Boxer,2012,Furqon,Ağ,212000
2.0,150,Benzin,Kia,Optima,2012,Sedan,Ağ,170170
2.2,170,Dizel,Mercedes,E 220,2005,Sedan,Göy,370000
2.4,174,Benzin,Hyundai,Sonata,2009,Sedan,Qara,277200
2.7,175,Benzin,Kia,Sportage,2005,Offroader / SUV,Tünd qırmızı,202000
2.8,193,Benzin,BMW,528,1998,Sedan,Göy,400000
1.6,124,Benzin,Toyota,Corolla,2022,Sedan,Boz,0
2.2,170,Dizel,Mercedes,E 220,2006,Sedan,Gümüşü,219000
2.0,240,Benzin,Land Rover,RR Evoque,2021,Offroader / SUV,Qara,18000
1.6,115,Benzin,Chevrolet,Aveo,2019,Sedan,Ağ,133000
1.6,75,Benzin,LADA (VAZ),2106,1984,Sedan,Göy,44400
3.5,409,Benzin,Lexus,LX 600,2023,Offroader / SUV,Qara,0
4.5,272,Dizel,Lexus,LX 450,2019,Offroader / SUV,Qara,46000
1.4,90,Benzin,Opel,Astra,2004,Hetçbek,Gümüşü,225000
2.5,208,Benzin,Lexus,IS 250,2006,Sedan,Ağ,272784
2.4,180,Benzin,Hyundai,Grandeur,2012,Sedan,Ağ,163478
1.5,76,Hibrid,Toyota,Prius,2008,Liftbek,Gümüşü,175300
2.5,218,Benzin,BMW,525,2005,Sedan,Qara,330000
2.5,181,Benzin,Toyota,Camry,2020,Sedan,Ağ,70000
1.5,180,Benzin,JAC,JS8,2022,Offroader / SUV,Mavi,0
1.8,122,Benzin,Mercedes,C 180,1999,Universal,Gümüşü,359000
1.5,180,Benzin,Changan,Uni-V,2023,Liftbek,Ağ,0
2.2,170,Dizel,Mercedes,E 220,2014,Sedan,Gümüşü,100000
1.4,90,Dizel,Toyota,Corolla,2005,Hetçbek,Ağ,215000
2.0,150,Benzin,Hyundai,Elantra,2018,Sedan,Ağ,170000
3.0,380,Benzin,BMW,X7,2023,Offroader / SUV,Qara,0
3.5,249,Benzin,Toyota,Camry,2015,Sedan,Qara,3202
4.7,340,Benzin,Mercedes,GL 450,2006,Offroader / SUV,Qara,275800
2.4,140,Dizel,Ford,Transit,2002,Furqon,Sarı,350000
2.0,175,Benzin,Toyota,RAV4,2022,Offroader / SUV,Ağ,0
2.0,272,Plug-in hibrid,Jeep,Wrangler,2022,Offroader / SUV,Qara,5955
2.7,189,Benzin,Hyundai,Santa Fe,2009,Offroader / SUV,Qəhvəyi,120000
1.5,76,Hibrid,Toyota,Prius,2007,Liftbek,Yaşıl,218000
2.4,170,Benzin,Mercedes,E 240,1997,Sedan,Gümüşü,420000
1.5,76,Hibrid,Toyota,Prius,2009,Liftbek,Qara,208000
2.2,125,Dizel,Mercedes,C 220,1998,Sedan,Tünd qırmızı,300000
2.4,170,Benzin,Mercedes,E 240,1998,Sedan,Yaş Asfalt,319000
2.4,175,Benzin,Hyundai,Santa Fe,2014,Offroader / SUV,Qara,154200
2.0,274,Benzin,Hyundai,Sonata,2011,Sedan,Ağ,238814
2.2,129,Dizel,Mercedes,Sprinter 313,2007,Yük maşını,Ağ,316895
2.4,178,Benzin,Hyundai,Sonata,2010,Sedan,Ağ,248000
3.5,303,Benzin,Infiniti,FX35,2012,Offroader / SUV,Boz,88000
13.0,430,Dizel,Mercedes,Actros 2544,1999,Dartqı,Sarı,90000
2.0,245,Benzin,BMW,528,2016,Sedan,Qara,270370
1.6,124,Benzin,Toyota,Corolla,2015,Sedan,Ağ,58750
1.4,153,Benzin,Chevrolet,Cruze,2016,Sedan,Ağ,206000
1.6,75,Benzin,Opel,Astra,1999,Universal,Göy,24365
2.0,184,Hibrid,Honda,Accord,2021,Sedan,Ağ,28000
1.6,106,Benzin,LADA (VAZ),Granta,2021,Sedan,Ağ,38000
1.5,76,Hibrid,Toyota,Prius,2008,Liftbek,Yaş Asfalt,296119
1.2,84,Benzin,Nissan,Sunny,2012,Sedan,Qəhvəyi,52451
2.0,136,Benzin,Mercedes,C 200,1994,Sedan,Qara,400000
1.8,158,Hibrid,Toyota,Corolla,2022,Sedan,Ağ,0
2.0,141,Benzin,Hyundai,Tucson,2008,Offroader / SUV,Ağ,281000
2.7,163,Benzin,Toyota,Prado,2012,Offroader / SUV,Ağ,161000
1.4,141,Benzin,Chevrolet,Cruze,2012,Sedan,Tünd qırmızı,97000
4.5,212,Benzin,Toyota,Land Cruiser,1999,Offroader / SUV,Yaşıl,221000
1.6,116,Dizel,Hyundai,i30,2010,Universal,Boz,211000
5.7,383,Benzin,Lexus,LX 570,2010,Offroader / SUV,Ağ,145000
1.2,98,Benzin,Nissan,Note,2014,Hetçbek,Ağ,38500
2.0,136,Benzin,Opel,Vectra,1997,Universal,Yaşıl,349260
2.0,274,Benzin,Kia,Optima,2014,Sedan,Yaş Asfalt,92000
1.3,88,Hibrid,Honda,Insight,2011,Liftbek,Yaş Asfalt,500506
3.0,303,Benzin,Audi,A7,2012,Liftbek,Qara,218000
2.2,150,Benzin,Mercedes,C 220,1995,Sedan,Yaş Asfalt,350000
3.0,340,Benzin,Land Rover,Discovery,2015,Offroader / SUV,Ağ,106000
4.7,275,Benzin,Lexus,LX 470,2007,Offroader / SUV,Qara,171000
2.0,152,Benzin,Toyota,RAV4,2008,Offroader / SUV,Qara,200000
2.0,274,Benzin,Hyundai,Sonata,2013,Sedan,Ağ,149669
1.7,80,Benzin,LADA (VAZ),Niva,2014,Offroader / SUV,Ağ,138000
2.0,144,Benzin,Kia,Optima,2008,Sedan,Ağ,211935
1.8,122,Benzin,Mercedes,C 180,1993,Sedan,Qara,200000
1.6,122,Benzin,Toyota,Corolla,2022,Sedan,Ağ,9800
2.0,166,Benzin,Hyundai,ix35,2013,Offroader / SUV,Ağ,87000
1.2,72,Benzin,Chevrolet,Aveo,2011,Sedan,Ağ,232500
1.8,150,Benzin,Hyundai,Elantra,2012,Sedan,Qırmızı,108000
1.5,106,Benzin,Chery,Tiggo 2,2020,Offroader / SUV,Ağ,44000
2.0,240,Benzin,Ford,Mondeo,2015,Sedan,Ağ,160000
1.6,86,Benzin,Renault,Tondar,2013,Sedan,Ağ,450000
1.4,90,Benzin,Opel,Astra,2005,Hetçbek,Qara,156000
4.0,282,Benzin,Toyota,Land Cruiser,2013,Offroader / SUV,Ağ,87333
1.6,122,Benzin,Hyundai,i30,2008,Hetçbek,Qara,310000
1.6,75,Benzin,LADA (VAZ),2107,2010,Sedan,Qara,36000
1.4,97,Benzin,Hyundai,Accent,2006,Sedan,Yaş Asfalt,280000
2.4,140,Dizel,Ford,Transit,2002,Yük maşını,Narıncı,321123
2.5,76,Dizel,Ford,Transit,1999,Furqon,Tünd qırmızı,460000
1.4,90,Dizel,Toyota,Corolla,2005,Hetçbek,Qırmızı,235000
1.5,109,Benzin,Nissan,Tiida,2012,Hetçbek,Tünd qırmızı,38500
2.2,143,Dizel,Mercedes,C 220,1995,Sedan,Göy,254000
1.6,110,Benzin,Nissan,Tiida,2009,Sedan,Qara,245000
1.5,106,Dizel,Renault,Grand Scenic,2009,Minivan,Gümüşü,270232
1.5,112,Dizel,Kia,Rio,2010,Sedan,Boz,177000
2.0,274,Benzin,Hyundai,Sonata,2015,Sedan,Qara,146450
2.0,136,Benzin,Opel,Vectra,1998,Sedan,Gümüşü,467000
3.3,300,Dizel,Lexus,LX 500d,2022,Offroader / SUV,Ağ,0
1.6,110,Benzin,Volkswagen,Polo,2022,Liftbek,Ağ,0
1.5,65,Benzin,LADA (VAZ),21099,2004,Sedan,Yaşıl,350000
2.3,150,Dizel,Mercedes,E 220,1998,Sedan,Boz,253000
2.2,150,Dizel,Mercedes,E 220,2008,Sedan,Qara,222000
2.5,205,Benzin,Toyota,Camry,2018,Sedan,Yaş Asfalt,92000
1.4,218,Plug-in hibrid,Volkswagen,Passat,2022,Sedan,Qara,0
2.0,240,Benzin,Land Rover,RR Evoque,2015,Offroader / SUV,Ağ,110000
1.5,76,Hibrid,Toyota,Prius,2006,Hetçbek,Qara,263000
1.5,76,Hibrid,Toyota,Prius,2007,Liftbek,Yaş Asfalt,437742
3.0,340,Benzin,Land Rover,Range Rover,2016,Offroader / SUV,Qara,90400
1.7,110,Dizel,Opel,Astra,2007,Universal,Yaş Asfalt,260000
2.0,200,Benzin,Volkswagen,Passat,2010,Sedan,Qara,19500
1.5,76,Hibrid,Toyota,Prius,2008,Hetçbek,Boz,200000
3.0,306,Benzin,BMW,X5,2016,Offroader / SUV,Qara,178000
1.3,90,Dizel,Opel,Astra,2008,Universal,Ağ,434572
3.5,280,Benzin,Infiniti,FX35,2009,Offroader / SUV,Narıncı,133700
2.0,150,Dizel,Chevrolet,Captiva,2007,Offroader / SUV,Qara,226000
2.0,274,Benzin,Kia,Optima,2012,Sedan,Qara,138000
2.2,170,Dizel,Mercedes,E 220,2014,Sedan,Ağ,137412
1.8,134,Hibrid,Lexus,CT 200h,2011,Hetçbek,Boz,280000
3.5,272,Benzin,Mercedes,E 350,2010,Sedan,Göy,187000
2.0,274,Benzin,Kia,Optima,2014,Sedan,Göy,131000
2.6,177,Benzin,Mercedes,E 240,2004,Sedan,Gümüşü,325000
2.0,136,Benzin,Mercedes,E 200,1992,Sedan,Göy,420000
2.0,184,Dizel,Hyundai,Santa Fe,2016,Offroader / SUV,Yaş Asfalt,107000
2.0,300,Benzin,Jaguar,F-Type R,2019,Rodster,Qara,0
2.4,170,Benzin,Mercedes,E 240,1998,Sedan,Gümüşü,365000
1.4,141,Benzin,Chevrolet,Cruze,2014,Sedan,Gümüşü,146325
2.2,194,Dizel,Hyundai,Santa Fe,2008,Offroader / SUV,Gümüşü,161000
2.5,218,Hibrid,Toyota,RAV4,2023,Offroader / SUV,Boz,0
2.0,245,Benzin,BMW,528,2014,Sedan,Yaş Asfalt,154429
2.2,143,Dizel,Mercedes,E 220,2002,Sedan,Göy,288000
0.0,204,Elektro,Honda,e:NS1,2022,Offroader / SUV,Ağ,0
1.3,88,Hibrid,Honda,Insight,2009,Liftbek,Göy,406000
0.2,19,Benzin,Zontes,ZT155-G1,2021,Motosiklet,Qara,12700
2.0,142,Benzin,Kia,Soul,2010,Hetçbek,Qara,148000
2.0,150,Benzin,Kia,Optima,2012,Sedan,Ağ,178000
4.2,204,Dizel,Toyota,Land Cruiser,2001,Offroader / SUV,Gümüşü,366000
2.0,140,Benzin,Hyundai,Tucson,2007,Offroader / SUV,Ağ,170000
2.2,197,Dizel,Kia,Sorento,2009,Offroader / SUV,Bej,169000
3.6,280,Benzin,Volkswagen,Touareg,2013,Offroader / SUV,Ağ,87000
2.2,125,Dizel,Mercedes,C 220,1997,Sedan,Ağ,290000
1.6,75,Benzin,LADA (VAZ),2107,2001,Sedan,Qara,10000
1.8,122,Benzin,LADA (VAZ),Vesta,2018,Sedan,Boz,149500
1.4,140,Benzin,Chevrolet,Cruze,2012,Sedan,Qara,111000
3.2,224,Benzin,Mercedes,E 320,2001,Sedan,Gümüşü,329550
2.6,170,Benzin,Mercedes,C 240,2000,Sedan,Ağ,208000
2.5,182,Benzin,Nissan,Altima,2014,Sedan,Qara,400000
2.9,163,Dizel,Hyundai,Terracan,2004,Offroader / SUV,Qara,327500
3.0,333,Benzin,Audi,A7,2019,Liftbek,Yaş Asfalt,75000
1.5,76,Hibrid,Toyota,Prius,2008,Liftbek,Qızılı,179000
3.5,294,Benzin,Ford,Explorer,2012,Offroader / SUV,Ağ,216854
1.6,109,Benzin,Chevrolet,Lacetti,2022,Sedan,Ağ,0
1.4,90,Benzin,Opel,Vita,1999,Hetçbek,Tünd qırmızı,225232
1.8,116,Benzin,Opel,Vectra,1998,Sedan,Gümüşü,380000
2.4,198,Benzin,Hyundai,Sonata,2012,Sedan,Gümüşü,166000
1.8,150,Benzin,Hyundai,Elantra,2015,Sedan,Göy,94060
1.8,184,Benzin,Mercedes,E 200,2012,Sedan,Qara,178000
1.4,90,Benzin,Opel,Astra,2010,Hetçbek,Qara,150000
4.0,243,Benzin,Toyota,Land Cruiser,2009,Offroader / SUV,Ağ,230000
3.0,258,Dizel,Land Rover,Discovery,2015,Offroader / SUV,Boz,110000
1.6,101,Benzin,Opel,Astra,2003,Liftbek,Göy,235000
2.5,218,Hibrid,Toyota,Camry,2022,Sedan,Ağ,0
1.5,76,Hibrid,Toyota,Prius,2007,Liftbek,Qara,219000
2.0,184,Dizel,Kia,Sorento,2017,Offroader / SUV,Göy,133000
1.8,130,Benzin,Mitsubishi,Pajero io,1998,Offroader / SUV,Göy,280000
2.5,245,Hibrid,Lexus,NX 350h,2023,Offroader / SUV,Qızılı,0
1.6,115,Dizel,Kia,Ceed,2008,Universal,Mavi,187671
2.0,150,Benzin,Hyundai,Elantra,2018,Sedan,Ağ,35000
1.5,181,Benzin,Ford,Focus,2015,Sedan,Qara,166542
3.5,189,Benzin,Mitsubishi,Pajero,2009,Offroader / SUV,Qara,208342
2.0,190,Dizel,BMW,520,2017,Sedan,Qara,210000
3.6,312,Benzin,Chevrolet,Camaro,2012,Kupe,Ağ,171000
1.5,65,Benzin,LADA (VAZ),21099,2003,Sedan,Yaş Asfalt,250000
2.0,292,Plug-in hibrid,BMW,530e,2020,Sedan,Yaş Asfalt,59000
2.0,225,Benzin,Audi,A5,2013,Sedan,Ağ,168000
2.0,194,Hibrid,Mercedes,E 200,2021,Sedan,Yaş Asfalt,3500
2.0,200,Benzin,Opel,Astra,2005,Universal,Gümüşü,239000
2.7,167,Benzin,Toyota,Prado,2007,Offroader / SUV,Qara,166000
1.7,116,Benzin,Mercedes,B 170,2007,Hetçbek,Göy,160000
1.6,128,Benzin,Hyundai,Elantra,2022,Sedan,Boz,30976
1.7,80,Benzin,LADA (VAZ),Niva,2015,Offroader / SUV,Ağ,84000
1.5,160,Benzin,Chevrolet,Malibu,2017,Sedan,Ağ,66500
2.0,136,Benzin,Hyundai,Sonata,2003,Sedan,Gümüşü,294000
2.2,197,Dizel,Hyundai,Santa Fe,2008,Offroader / SUV,Gümüşü,221000
2.3,118,Dizel,FAW,Tiger VR,2023,Yük maşını,Bej,0
1.6,102,Benzin,Renault,Logan,2015,Sedan,Ağ,161213
1.5,65,Benzin,LADA (VAZ),2106,1992,Sedan,Qəhvəyi,25352
1.4,90,Dizel,Toyota,Auris,2013,Universal,Ağ,137000
3.0,249,Dizel,Mercedes,S 350,2017,Sedan,Qara,136000
2.8,193,Benzin,BMW,528,1999,Sedan,Qara,295000
1.5,107,Benzin,Ravon,Nexia R3,2017,Sedan,Ağ,228000
